threshold,recallSensitivity,specificity,precision,f1,accuracy,balancedAccuracy,negativePredictiveValue,tn,fp,fn,tp,auroc,auprc,brier,ece
0.615,0.6742137099028388,0.8543208209559816,0.8482346321564215,0.751278585177756,0.7557966715392754,0.7642672654294103,0.6846843922128797,63271,10789,29138,60301,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.616,0.6742137099028388,0.8543208209559816,0.8482346321564215,0.751278585177756,0.7557966715392754,0.7642672654294103,0.6846843922128797,63271,10789,29138,60301,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.617,0.6742137099028388,0.8543208209559816,0.8482346321564215,0.751278585177756,0.7557966715392754,0.7642672654294103,0.6846843922128797,63271,10789,29138,60301,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.618,0.6742137099028388,0.8543208209559816,0.8482346321564215,0.751278585177756,0.7557966715392754,0.7642672654294103,0.6846843922128797,63271,10789,29138,60301,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.619,0.6742137099028388,0.8543208209559816,0.8482346321564215,0.751278585177756,0.7557966715392754,0.7642672654294103,0.6846843922128797,63271,10789,29138,60301,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.62,0.6742137099028388,0.8543208209559816,0.8482346321564215,0.751278585177756,0.7557966715392754,0.7642672654294103,0.6846843922128797,63271,10789,29138,60301,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.621,0.6742137099028388,0.8543208209559816,0.8482346321564215,0.751278585177756,0.7557966715392754,0.7642672654294103,0.6846843922128797,63271,10789,29138,60301,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.622,0.6742137099028388,0.8543208209559816,0.8482346321564215,0.751278585177756,0.7557966715392754,0.7642672654294103,0.6846843922128797,63271,10789,29138,60301,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.623,0.6742137099028388,0.8543208209559816,0.8482346321564215,0.751278585177756,0.7557966715392754,0.7642672654294103,0.6846843922128797,63271,10789,29138,60301,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.624,0.6742137099028388,0.8543208209559816,0.8482346321564215,0.751278585177756,0.7557966715392754,0.7642672654294103,0.6846843922128797,63271,10789,29138,60301,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.625,0.6742137099028388,0.8543208209559816,0.8482346321564215,0.751278585177756,0.7557966715392754,0.7642672654294103,0.6846843922128797,63271,10789,29138,60301,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.626,0.6742137099028388,0.8543208209559816,0.8482346321564215,0.751278585177756,0.7557966715392754,0.7642672654294103,0.6846843922128797,63271,10789,29138,60301,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.627,0.6742137099028388,0.8543208209559816,0.8482346321564215,0.751278585177756,0.7557966715392754,0.7642672654294103,0.6846843922128797,63271,10789,29138,60301,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.628,0.6742137099028388,0.8543208209559816,0.8482346321564215,0.751278585177756,0.7557966715392754,0.7642672654294103,0.6846843922128797,63271,10789,29138,60301,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.629,0.6742137099028388,0.8543208209559816,0.8482346321564215,0.751278585177756,0.7557966715392754,0.7642672654294103,0.6846843922128797,63271,10789,29138,60301,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.63,0.6742137099028388,0.8543208209559816,0.8482346321564215,0.751278585177756,0.7557966715392754,0.7642672654294103,0.6846843922128797,63271,10789,29138,60301,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.631,0.6742137099028388,0.8543208209559816,0.8482346321564215,0.751278585177756,0.7557966715392754,0.7642672654294103,0.6846843922128797,63271,10789,29138,60301,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.632,0.6742137099028388,0.8543208209559816,0.8482346321564215,0.751278585177756,0.7557966715392754,0.7642672654294103,0.6846843922128797,63271,10789,29138,60301,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.633,0.6742137099028388,0.8543208209559816,0.8482346321564215,0.751278585177756,0.7557966715392754,0.7642672654294103,0.6846843922128797,63271,10789,29138,60301,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.634,0.6742137099028388,0.8543208209559816,0.8482346321564215,0.751278585177756,0.7557966715392754,0.7642672654294103,0.6846843922128797,63271,10789,29138,60301,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.635,0.6742137099028388,0.8543208209559816,0.8482346321564215,0.751278585177756,0.7557966715392754,0.7642672654294103,0.6846843922128797,63271,10789,29138,60301,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.636,0.6742137099028388,0.8543208209559816,0.8482346321564215,0.751278585177756,0.7557966715392754,0.7642672654294103,0.6846843922128797,63271,10789,29138,60301,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.637,0.6742137099028388,0.8543208209559816,0.8482346321564215,0.751278585177756,0.7557966715392754,0.7642672654294103,0.6846843922128797,63271,10789,29138,60301,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.638,0.6742137099028388,0.8543208209559816,0.8482346321564215,0.751278585177756,0.7557966715392754,0.7642672654294103,0.6846843922128797,63271,10789,29138,60301,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.639,0.6742137099028388,0.8543208209559816,0.8482346321564215,0.751278585177756,0.7557966715392754,0.7642672654294103,0.6846843922128797,63271,10789,29138,60301,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.64,0.6742137099028388,0.8543208209559816,0.8482346321564215,0.751278585177756,0.7557966715392754,0.7642672654294103,0.6846843922128797,63271,10789,29138,60301,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.641,0.6742137099028388,0.8543208209559816,0.8482346321564215,0.751278585177756,0.7557966715392754,0.7642672654294103,0.6846843922128797,63271,10789,29138,60301,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.642,0.6742137099028388,0.8543208209559816,0.8482346321564215,0.751278585177756,0.7557966715392754,0.7642672654294103,0.6846843922128797,63271,10789,29138,60301,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.643,0.6742137099028388,0.8543208209559816,0.8482346321564215,0.751278585177756,0.7557966715392754,0.7642672654294103,0.6846843922128797,63271,10789,29138,60301,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.644,0.6742137099028388,0.8543208209559816,0.8482346321564215,0.751278585177756,0.7557966715392754,0.7642672654294103,0.6846843922128797,63271,10789,29138,60301,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.645,0.6742137099028388,0.8543208209559816,0.8482346321564215,0.751278585177756,0.7557966715392754,0.7642672654294103,0.6846843922128797,63271,10789,29138,60301,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.646,0.6742137099028388,0.8543208209559816,0.8482346321564215,0.751278585177756,0.7557966715392754,0.7642672654294103,0.6846843922128797,63271,10789,29138,60301,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.647,0.6742137099028388,0.8543208209559816,0.8482346321564215,0.751278585177756,0.7557966715392754,0.7642672654294103,0.6846843922128797,63271,10789,29138,60301,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.648,0.6742137099028388,0.8543208209559816,0.8482346321564215,0.751278585177756,0.7557966715392754,0.7642672654294103,0.6846843922128797,63271,10789,29138,60301,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.649,0.6742137099028388,0.8543208209559816,0.8482346321564215,0.751278585177756,0.7557966715392754,0.7642672654294103,0.6846843922128797,63271,10789,29138,60301,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.65,0.6742137099028388,0.8543208209559816,0.8482346321564215,0.751278585177756,0.7557966715392754,0.7642672654294103,0.6846843922128797,63271,10789,29138,60301,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.651,0.6742137099028388,0.8543208209559816,0.8482346321564215,0.751278585177756,0.7557966715392754,0.7642672654294103,0.6846843922128797,63271,10789,29138,60301,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.652,0.6742137099028388,0.8543208209559816,0.8482346321564215,0.751278585177756,0.7557966715392754,0.7642672654294103,0.6846843922128797,63271,10789,29138,60301,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.653,0.6742137099028388,0.8543208209559816,0.8482346321564215,0.751278585177756,0.7557966715392754,0.7642672654294103,0.6846843922128797,63271,10789,29138,60301,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.654,0.6742137099028388,0.8543208209559816,0.8482346321564215,0.751278585177756,0.7557966715392754,0.7642672654294103,0.6846843922128797,63271,10789,29138,60301,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.655,0.6742137099028388,0.8543208209559816,0.8482346321564215,0.751278585177756,0.7557966715392754,0.7642672654294103,0.6846843922128797,63271,10789,29138,60301,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.656,0.6742137099028388,0.8543208209559816,0.8482346321564215,0.751278585177756,0.7557966715392754,0.7642672654294103,0.6846843922128797,63271,10789,29138,60301,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.657,0.6742137099028388,0.8543208209559816,0.8482346321564215,0.751278585177756,0.7557966715392754,0.7642672654294103,0.6846843922128797,63271,10789,29138,60301,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.658,0.6742137099028388,0.8543208209559816,0.8482346321564215,0.751278585177756,0.7557966715392754,0.7642672654294103,0.6846843922128797,63271,10789,29138,60301,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.659,0.6742137099028388,0.8543208209559816,0.8482346321564215,0.751278585177756,0.7557966715392754,0.7642672654294103,0.6846843922128797,63271,10789,29138,60301,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.66,0.6742137099028388,0.8543208209559816,0.8482346321564215,0.751278585177756,0.7557966715392754,0.7642672654294103,0.6846843922128797,63271,10789,29138,60301,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.661,0.6742137099028388,0.8543208209559816,0.8482346321564215,0.751278585177756,0.7557966715392754,0.7642672654294103,0.6846843922128797,63271,10789,29138,60301,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.662,0.6742137099028388,0.8543208209559816,0.8482346321564215,0.751278585177756,0.7557966715392754,0.7642672654294103,0.6846843922128797,63271,10789,29138,60301,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.663,0.6742137099028388,0.8543208209559816,0.8482346321564215,0.751278585177756,0.7557966715392754,0.7642672654294103,0.6846843922128797,63271,10789,29138,60301,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.664,0.6738223817350373,0.8545368620037808,0.8483509058404538,0.7510811450790762,0.7556804628774488,0.764179621869409,0.6844797750378542,63287,10773,29173,60266,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.665,0.6738223817350373,0.8545368620037808,0.8483509058404538,0.7510811450790762,0.7556804628774488,0.764179621869409,0.6844797750378542,63287,10773,29173,60266,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.666,0.6738223817350373,0.8545368620037808,0.8483509058404538,0.7510811450790762,0.7556804628774488,0.764179621869409,0.6844797750378542,63287,10773,29173,60266,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.667,0.6738223817350373,0.8545368620037808,0.8483509058404538,0.7510811450790762,0.7556804628774488,0.764179621869409,0.6844797750378542,63287,10773,29173,60266,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.668,0.6738223817350373,0.8545368620037808,0.8483509058404538,0.7510811450790762,0.7556804628774488,0.764179621869409,0.6844797750378542,63287,10773,29173,60266,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.669,0.6738223817350373,0.8545368620037808,0.8483509058404538,0.7510811450790762,0.7556804628774488,0.764179621869409,0.6844797750378542,63287,10773,29173,60266,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.67,0.6738223817350373,0.8545368620037808,0.8483509058404538,0.7510811450790762,0.7556804628774488,0.764179621869409,0.6844797750378542,63287,10773,29173,60266,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.671,0.6738223817350373,0.8545368620037808,0.8483509058404538,0.7510811450790762,0.7556804628774488,0.764179621869409,0.6844797750378542,63287,10773,29173,60266,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.672,0.6738223817350373,0.8545368620037808,0.8483509058404538,0.7510811450790762,0.7556804628774488,0.764179621869409,0.6844797750378542,63287,10773,29173,60266,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.673,0.6738223817350373,0.8545368620037808,0.8483509058404538,0.7510811450790762,0.7556804628774488,0.764179621869409,0.6844797750378542,63287,10773,29173,60266,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.674,0.6738223817350373,0.8545368620037808,0.8483509058404538,0.7510811450790762,0.7556804628774488,0.764179621869409,0.6844797750378542,63287,10773,29173,60266,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.675,0.6738223817350373,0.8545368620037808,0.8483509058404538,0.7510811450790762,0.7556804628774488,0.764179621869409,0.6844797750378542,63287,10773,29173,60266,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.676,0.6738223817350373,0.8545368620037808,0.8483509058404538,0.7510811450790762,0.7556804628774488,0.764179621869409,0.6844797750378542,63287,10773,29173,60266,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.677,0.6738223817350373,0.8545368620037808,0.8483509058404538,0.7510811450790762,0.7556804628774488,0.764179621869409,0.6844797750378542,63287,10773,29173,60266,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.678,0.6738223817350373,0.8545368620037808,0.8483509058404538,0.7510811450790762,0.7556804628774488,0.764179621869409,0.6844797750378542,63287,10773,29173,60266,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.679,0.6738223817350373,0.8545368620037808,0.8483509058404538,0.7510811450790762,0.7556804628774488,0.764179621869409,0.6844797750378542,63287,10773,29173,60266,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.68,0.6738223817350373,0.8545368620037808,0.8483509058404538,0.7510811450790762,0.7556804628774488,0.764179621869409,0.6844797750378542,63287,10773,29173,60266,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.681,0.6738223817350373,0.8545368620037808,0.8483509058404538,0.7510811450790762,0.7556804628774488,0.764179621869409,0.6844797750378542,63287,10773,29173,60266,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.682,0.6738223817350373,0.8545368620037808,0.8483509058404538,0.7510811450790762,0.7556804628774488,0.764179621869409,0.6844797750378542,63287,10773,29173,60266,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.683,0.6738223817350373,0.8545368620037808,0.8483509058404538,0.7510811450790762,0.7556804628774488,0.764179621869409,0.6844797750378542,63287,10773,29173,60266,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.684,0.6738223817350373,0.8545368620037808,0.8483509058404538,0.7510811450790762,0.7556804628774488,0.764179621869409,0.6844797750378542,63287,10773,29173,60266,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.685,0.6738223817350373,0.8545368620037808,0.8483509058404538,0.7510811450790762,0.7556804628774488,0.764179621869409,0.6844797750378542,63287,10773,29173,60266,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.686,0.6738223817350373,0.8545368620037808,0.8483509058404538,0.7510811450790762,0.7556804628774488,0.764179621869409,0.6844797750378542,63287,10773,29173,60266,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.687,0.6738223817350373,0.8545368620037808,0.8483509058404538,0.7510811450790762,0.7556804628774488,0.764179621869409,0.6844797750378542,63287,10773,29173,60266,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.688,0.6738223817350373,0.8545368620037808,0.8483509058404538,0.7510811450790762,0.7556804628774488,0.764179621869409,0.6844797750378542,63287,10773,29173,60266,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.689,0.6738223817350373,0.8545368620037808,0.8483509058404538,0.7510811450790762,0.7556804628774488,0.764179621869409,0.6844797750378542,63287,10773,29173,60266,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.69,0.6738223817350373,0.8545368620037808,0.8483509058404538,0.7510811450790762,0.7556804628774488,0.764179621869409,0.6844797750378542,63287,10773,29173,60266,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.691,0.6738223817350373,0.8545368620037808,0.8483509058404538,0.7510811450790762,0.7556804628774488,0.764179621869409,0.6844797750378542,63287,10773,29173,60266,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.692,0.6738223817350373,0.8545368620037808,0.8483509058404538,0.7510811450790762,0.7556804628774488,0.764179621869409,0.6844797750378542,63287,10773,29173,60266,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.693,0.6738223817350373,0.8545368620037808,0.8483509058404538,0.7510811450790762,0.7556804628774488,0.764179621869409,0.6844797750378542,63287,10773,29173,60266,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.694,0.6738223817350373,0.8545368620037808,0.8483509058404538,0.7510811450790762,0.7556804628774488,0.764179621869409,0.6844797750378542,63287,10773,29173,60266,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.695,0.6738223817350373,0.8545368620037808,0.8483509058404538,0.7510811450790762,0.7556804628774488,0.764179621869409,0.6844797750378542,63287,10773,29173,60266,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.696,0.6738223817350373,0.8545368620037808,0.8483509058404538,0.7510811450790762,0.7556804628774488,0.764179621869409,0.6844797750378542,63287,10773,29173,60266,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.697,0.6738223817350373,0.8545368620037808,0.8483509058404538,0.7510811450790762,0.7556804628774488,0.764179621869409,0.6844797750378542,63287,10773,29173,60266,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.698,0.6738223817350373,0.8545368620037808,0.8483509058404538,0.7510811450790762,0.7556804628774488,0.764179621869409,0.6844797750378542,63287,10773,29173,60266,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.699,0.6738223817350373,0.8545368620037808,0.8483509058404538,0.7510811450790762,0.7556804628774488,0.764179621869409,0.6844797750378542,63287,10773,29173,60266,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.7,0.6738223817350373,0.8545368620037808,0.8483509058404538,0.7510811450790762,0.7556804628774488,0.764179621869409,0.6844797750378542,63287,10773,29173,60266,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.701,0.6738223817350373,0.8545368620037808,0.8483509058404538,0.7510811450790762,0.7556804628774488,0.764179621869409,0.6844797750378542,63287,10773,29173,60266,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.702,0.6647994722660137,0.8613826627059141,0.8527644316959484,0.747141313362318,0.7538455892696592,0.7630910674859639,0.6802951777678248,63794,10266,29980,59459,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.703,0.6647994722660137,0.8613826627059141,0.8527644316959484,0.747141313362318,0.7538455892696592,0.7630910674859639,0.6802951777678248,63794,10266,29980,59459,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.704,0.6647994722660137,0.8613826627059141,0.8527644316959484,0.747141313362318,0.7538455892696592,0.7630910674859639,0.6802951777678248,63794,10266,29980,59459,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.705,0.6647994722660137,0.8613826627059141,0.8527644316959484,0.747141313362318,0.7538455892696592,0.7630910674859639,0.6802951777678248,63794,10266,29980,59459,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.706,0.6635024989098716,0.8619767755873616,0.8530582908071588,0.7464340519735353,0.7534052196037896,0.7627396372486166,0.6796048289224349,63838,10222,30096,59343,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.707,0.6635024989098716,0.8619767755873616,0.8530582908071588,0.7464340519735353,0.7534052196037896,0.7627396372486166,0.6796048289224349,63838,10222,30096,59343,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.708,0.6635024989098716,0.8619767755873616,0.8530582908071588,0.7464340519735353,0.7534052196037896,0.7627396372486166,0.6796048289224349,63838,10222,30096,59343,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.709,0.6632006171804247,0.8620577909802862,0.8530748432376459,0.7462493159129652,0.7532767784512443,0.7626292040803555,0.6794300126640204,63844,10216,30123,59316,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.71,0.6632006171804247,0.8620577909802862,0.8530748432376459,0.7462493159129652,0.7532767784512443,0.7626292040803555,0.6794300126640204,63844,10216,30123,59316,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.711,0.6632006171804247,0.8620577909802862,0.8530748432376459,0.7462493159129652,0.7532767784512443,0.7626292040803555,0.6794300126640204,63844,10216,30123,59316,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.712,0.6632006171804247,0.8620577909802862,0.8530748432376459,0.7462493159129652,0.7532767784512443,0.7626292040803555,0.6794300126640204,63844,10216,30123,59316,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.713,0.6632006171804247,0.8620577909802862,0.8530748432376459,0.7462493159129652,0.7532767784512443,0.7626292040803555,0.6794300126640204,63844,10216,30123,59316,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.714,0.6632006171804247,0.8620577909802862,0.8530748432376459,0.7462493159129652,0.7532767784512443,0.7626292040803555,0.6794300126640204,63844,10216,30123,59316,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
