threshold,recallSensitivity,specificity,precision,f1,accuracy,balancedAccuracy,negativePredictiveValue,tn,fp,fn,tp,auroc,auprc,brier,ece
0.25,0.9458066391618869,0.46205779098028626,0.6798251253696799,0.791056290941736,0.726683343629013,0.7039322150710866,0.8759310927381165,34220,39840,4847,84592,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.251,0.9457954583570926,0.46208479611126113,0.6798334793335958,0.7910580357977817,0.7266894598743723,0.7039401272341769,0.8759150243153314,34222,39838,4848,84591,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.252,0.9457954583570926,0.46208479611126113,0.6798334793335958,0.7910580357977817,0.7266894598743723,0.7039401272341769,0.8759150243153314,34222,39838,4848,84591,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.253,0.9457954583570926,0.46208479611126113,0.6798334793335958,0.7910580357977817,0.7266894598743723,0.7039401272341769,0.8759150243153314,34222,39838,4848,84591,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.254,0.9457954583570926,0.46208479611126113,0.6798334793335958,0.7910580357977817,0.7266894598743723,0.7039401272341769,0.8759150243153314,34222,39838,4848,84591,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.255,0.9457954583570926,0.46208479611126113,0.6798334793335958,0.7910580357977817,0.7266894598743723,0.7039401272341769,0.8759150243153314,34222,39838,4848,84591,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.256,0.9457954583570926,0.46208479611126113,0.6798334793335958,0.7910580357977817,0.7266894598743723,0.7039401272341769,0.8759150243153314,34222,39838,4848,84591,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.257,0.9457954583570926,0.46208479611126113,0.6798334793335958,0.7910580357977817,0.7266894598743723,0.7039401272341769,0.8759150243153314,34222,39838,4848,84591,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.258,0.9457954583570926,0.46208479611126113,0.6798334793335958,0.7910580357977817,0.7266894598743723,0.7039401272341769,0.8759150243153314,34222,39838,4848,84591,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.259,0.9457954583570926,0.4621658115041858,0.6798662626684777,0.7910802293067493,0.7267261573465281,0.7039806349306392,0.8759340771829256,34228,39832,4848,84591,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.26,0.9457954583570926,0.4621658115041858,0.6798662626684777,0.7910802293067493,0.7267261573465281,0.7039806349306392,0.8759340771829256,34228,39832,4848,84591,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.261,0.9385502968503673,0.4915743991358358,0.6903377550432988,0.7955325157792983,0.7360840127462553,0.7150623479931015,0.868836809698821,36406,37654,5496,83943,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.262,0.9385502968503673,0.4915743991358358,0.6903377550432988,0.7955325157792983,0.7360840127462553,0.7150623479931015,0.868836809698821,36406,37654,5496,83943,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.263,0.9385502968503673,0.4915743991358358,0.6903377550432988,0.7955325157792983,0.7360840127462553,0.7150623479931015,0.868836809698821,36406,37654,5496,83943,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.264,0.9385502968503673,0.4915743991358358,0.6903377550432988,0.7955325157792983,0.7360840127462553,0.7150623479931015,0.868836809698821,36406,37654,5496,83943,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.265,0.9385502968503673,0.4915743991358358,0.6903377550432988,0.7955325157792983,0.7360840127462553,0.7150623479931015,0.868836809698821,36406,37654,5496,83943,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.266,0.9385502968503673,0.4915743991358358,0.6903377550432988,0.7955325157792983,0.7360840127462553,0.7150623479931015,0.868836809698821,36406,37654,5496,83943,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.267,0.9385502968503673,0.4915743991358358,0.6903377550432988,0.7955325157792983,0.7360840127462553,0.7150623479931015,0.868836809698821,36406,37654,5496,83943,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.268,0.9385502968503673,0.4915743991358358,0.6903377550432988,0.7955325157792983,0.7360840127462553,0.7150623479931015,0.868836809698821,36406,37654,5496,83943,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.269,0.9385502968503673,0.4915743991358358,0.6903377550432988,0.7955325157792983,0.7360840127462553,0.7150623479931015,0.868836809698821,36406,37654,5496,83943,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.27,0.9385502968503673,0.4915743991358358,0.6903377550432988,0.7955325157792983,0.7360840127462553,0.7150623479931015,0.868836809698821,36406,37654,5496,83943,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.271,0.9385502968503673,0.4915743991358358,0.6903377550432988,0.7955325157792983,0.7360840127462553,0.7150623479931015,0.868836809698821,36406,37654,5496,83943,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.272,0.9385502968503673,0.4915743991358358,0.6903377550432988,0.7955325157792983,0.7360840127462553,0.7150623479931015,0.868836809698821,36406,37654,5496,83943,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.273,0.9385502968503673,0.4915743991358358,0.6903377550432988,0.7955325157792983,0.7360840127462553,0.7150623479931015,0.868836809698821,36406,37654,5496,83943,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.274,0.9385502968503673,0.4915743991358358,0.6903377550432988,0.7955325157792983,0.7360840127462553,0.7150623479931015,0.868836809698821,36406,37654,5496,83943,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.275,0.9385502968503673,0.4915743991358358,0.6903377550432988,0.7955325157792983,0.7360840127462553,0.7150623479931015,0.868836809698821,36406,37654,5496,83943,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.276,0.9385502968503673,0.4915743991358358,0.6903377550432988,0.7955325157792983,0.7360840127462553,0.7150623479931015,0.868836809698821,36406,37654,5496,83943,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.277,0.9385502968503673,0.4915743991358358,0.6903377550432988,0.7955325157792983,0.7360840127462553,0.7150623479931015,0.868836809698821,36406,37654,5496,83943,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.278,0.9385502968503673,0.4915743991358358,0.6903377550432988,0.7955325157792983,0.7360840127462553,0.7150623479931015,0.868836809698821,36406,37654,5496,83943,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.279,0.9385502968503673,0.4915743991358358,0.6903377550432988,0.7955325157792983,0.7360840127462553,0.7150623479931015,0.868836809698821,36406,37654,5496,83943,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.28,0.9385502968503673,0.4915743991358358,0.6903377550432988,0.7955325157792983,0.7360840127462553,0.7150623479931015,0.868836809698821,36406,37654,5496,83943,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.281,0.9385502968503673,0.4915743991358358,0.6903377550432988,0.7955325157792983,0.7360840127462553,0.7150623479931015,0.868836809698821,36406,37654,5496,83943,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.282,0.9385502968503673,0.4915743991358358,0.6903377550432988,0.7955325157792983,0.7360840127462553,0.7150623479931015,0.868836809698821,36406,37654,5496,83943,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.283,0.9385502968503673,0.4915743991358358,0.6903377550432988,0.7955325157792983,0.7360840127462553,0.7150623479931015,0.868836809698821,36406,37654,5496,83943,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.284,0.9385502968503673,0.4915743991358358,0.6903377550432988,0.7955325157792983,0.7360840127462553,0.7150623479931015,0.868836809698821,36406,37654,5496,83943,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.285,0.9385502968503673,0.4915743991358358,0.6903377550432988,0.7955325157792983,0.7360840127462553,0.7150623479931015,0.868836809698821,36406,37654,5496,83943,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.286,0.9355985643846644,0.5001890359168242,0.6933095820042255,0.7964346559814214,0.7383714885106331,0.7178938001507442,0.8654331370899916,37044,37016,5760,83679,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.287,0.9355985643846644,0.5001890359168242,0.6933095820042255,0.7964346559814214,0.7383714885106331,0.7178938001507442,0.8654331370899916,37044,37016,5760,83679,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.288,0.9355985643846644,0.5001890359168242,0.6933095820042255,0.7964346559814214,0.7383714885106331,0.7178938001507442,0.8654331370899916,37044,37016,5760,83679,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.289,0.9355985643846644,0.5001890359168242,0.6933095820042255,0.7964346559814214,0.7383714885106331,0.7178938001507442,0.8654331370899916,37044,37016,5760,83679,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.29,0.9355985643846644,0.5001890359168242,0.6933095820042255,0.7964346559814214,0.7383714885106331,0.7178938001507442,0.8654331370899916,37044,37016,5760,83679,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.291,0.9355985643846644,0.5001890359168242,0.6933095820042255,0.7964346559814214,0.7383714885106331,0.7178938001507442,0.8654331370899916,37044,37016,5760,83679,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.292,0.9182347745390713,0.5530785849311369,0.712744630071599,0.8025446585623266,0.7528302925400155,0.7356566797351041,0.8485105854082943,40961,33099,7313,82126,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.293,0.9182347745390713,0.5530920874966243,0.7127508158022634,0.8025485798605512,0.7528364087853748,0.7356634310178478,0.8485137234593475,40962,33098,7313,82126,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.294,0.9182347745390713,0.5530920874966243,0.7127508158022634,0.8025485798605512,0.7528364087853748,0.7356634310178478,0.8485137234593475,40962,33098,7313,82126,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.295,0.9182347745390713,0.5531055900621118,0.7127570016402975,0.8025525011970956,0.7528425250307341,0.7356701823005916,0.8485168613803961,40963,33097,7313,82126,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.296,0.9166471002582766,0.5558736159870376,0.713673874438525,0.80252551207694,0.75322784848837,0.736260358122657,0.8466774983032721,41168,32892,7455,81984,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.297,0.9166471002582766,0.5558736159870376,0.713673874438525,0.80252551207694,0.75322784848837,0.736260358122657,0.8466774983032721,41168,32892,7455,81984,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.298,0.9166471002582766,0.5558736159870376,0.713673874438525,0.80252551207694,0.75322784848837,0.736260358122657,0.8466774983032721,41168,32892,7455,81984,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.299,0.9166471002582766,0.5558736159870376,0.713673874438525,0.80252551207694,0.75322784848837,0.736260358122657,0.8466774983032721,41168,32892,7455,81984,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.3,0.9166471002582766,0.5558736159870376,0.713673874438525,0.80252551207694,0.75322784848837,0.736260358122657,0.8466774983032721,41168,32892,7455,81984,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.301,0.9166471002582766,0.5558736159870376,0.713673874438525,0.80252551207694,0.75322784848837,0.736260358122657,0.8466774983032721,41168,32892,7455,81984,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.302,0.9166471002582766,0.5558736159870376,0.713673874438525,0.80252551207694,0.75322784848837,0.736260358122657,0.8466774983032721,41168,32892,7455,81984,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.303,0.9166471002582766,0.5558736159870376,0.713673874438525,0.80252551207694,0.75322784848837,0.736260358122657,0.8466774983032721,41168,32892,7455,81984,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.304,0.9166471002582766,0.5558736159870376,0.713673874438525,0.80252551207694,0.75322784848837,0.736260358122657,0.8466774983032721,41168,32892,7455,81984,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.305,0.9166471002582766,0.5558736159870376,0.713673874438525,0.80252551207694,0.75322784848837,0.736260358122657,0.8466774983032721,41168,32892,7455,81984,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.306,0.9166471002582766,0.5558736159870376,0.713673874438525,0.80252551207694,0.75322784848837,0.736260358122657,0.8466774983032721,41168,32892,7455,81984,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.307,0.9166471002582766,0.5558736159870376,0.713673874438525,0.80252551207694,0.75322784848837,0.736260358122657,0.8466774983032721,41168,32892,7455,81984,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.308,0.9166471002582766,0.5558736159870376,0.713673874438525,0.80252551207694,0.75322784848837,0.736260358122657,0.8466774983032721,41168,32892,7455,81984,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.309,0.9166471002582766,0.5558736159870376,0.713673874438525,0.80252551207694,0.75322784848837,0.736260358122657,0.8466774983032721,41168,32892,7455,81984,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.31,0.9166471002582766,0.5558736159870376,0.713673874438525,0.80252551207694,0.75322784848837,0.736260358122657,0.8466774983032721,41168,32892,7455,81984,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.311,0.9166471002582766,0.5558736159870376,0.713673874438525,0.80252551207694,0.75322784848837,0.736260358122657,0.8466774983032721,41168,32892,7455,81984,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.312,0.9166471002582766,0.5558736159870376,0.713673874438525,0.80252551207694,0.75322784848837,0.736260358122657,0.8466774983032721,41168,32892,7455,81984,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.313,0.9166471002582766,0.5558736159870376,0.713673874438525,0.80252551207694,0.75322784848837,0.736260358122657,0.8466774983032721,41168,32892,7455,81984,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.314,0.9166471002582766,0.5558736159870376,0.713673874438525,0.80252551207694,0.75322784848837,0.736260358122657,0.8466774983032721,41168,32892,7455,81984,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.315,0.9166471002582766,0.5558736159870376,0.713673874438525,0.80252551207694,0.75322784848837,0.736260358122657,0.8466774983032721,41168,32892,7455,81984,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.316,0.9166471002582766,0.5558736159870376,0.713673874438525,0.80252551207694,0.75322784848837,0.736260358122657,0.8466774983032721,41168,32892,7455,81984,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.317,0.9166471002582766,0.5558736159870376,0.713673874438525,0.80252551207694,0.75322784848837,0.736260358122657,0.8466774983032721,41168,32892,7455,81984,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.318,0.9166471002582766,0.5558736159870376,0.713673874438525,0.80252551207694,0.75322784848837,0.736260358122657,0.8466774983032721,41168,32892,7455,81984,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.319,0.9166471002582766,0.5558736159870376,0.713673874438525,0.80252551207694,0.75322784848837,0.736260358122657,0.8466774983032721,41168,32892,7455,81984,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.32,0.9166471002582766,0.5558736159870376,0.713673874438525,0.80252551207694,0.75322784848837,0.736260358122657,0.8466774983032721,41168,32892,7455,81984,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.321,0.9166471002582766,0.5558736159870376,0.713673874438525,0.80252551207694,0.75322784848837,0.736260358122657,0.8466774983032721,41168,32892,7455,81984,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.322,0.9166471002582766,0.5558736159870376,0.713673874438525,0.80252551207694,0.75322784848837,0.736260358122657,0.8466774983032721,41168,32892,7455,81984,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.323,0.9166471002582766,0.5558736159870376,0.713673874438525,0.80252551207694,0.75322784848837,0.736260358122657,0.8466774983032721,41168,32892,7455,81984,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.324,0.9166471002582766,0.5558736159870376,0.713673874438525,0.80252551207694,0.75322784848837,0.736260358122657,0.8466774983032721,41168,32892,7455,81984,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.325,0.9166471002582766,0.5558736159870376,0.713673874438525,0.80252551207694,0.75322784848837,0.736260358122657,0.8466774983032721,41168,32892,7455,81984,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.326,0.9151041491966592,0.5599783958952201,0.7152244962161596,0.8029116165455946,0.7542431452180136,0.7375412725459396,0.8452461021094466,41472,32588,7593,81846,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.327,0.9151041491966592,0.5599783958952201,0.7152244962161596,0.8029116165455946,0.7542431452180136,0.7375412725459396,0.8452461021094466,41472,32588,7593,81846,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.328,0.9151041491966592,0.5599783958952201,0.7152244962161596,0.8029116165455946,0.7542431452180136,0.7375412725459396,0.8452461021094466,41472,32588,7593,81846,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.329,0.9151041491966592,0.5599783958952201,0.7152244962161596,0.8029116165455946,0.7542431452180136,0.7375412725459396,0.8452461021094466,41472,32588,7593,81846,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.33,0.9151041491966592,0.5599783958952201,0.7152244962161596,0.8029116165455946,0.7542431452180136,0.7375412725459396,0.8452461021094466,41472,32588,7593,81846,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.331,0.9151041491966592,0.5599783958952201,0.7152244962161596,0.8029116165455946,0.7542431452180136,0.7375412725459396,0.8452461021094466,41472,32588,7593,81846,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.332,0.9151041491966592,0.5599783958952201,0.7152244962161596,0.8029116165455946,0.7542431452180136,0.7375412725459396,0.8452461021094466,41472,32588,7593,81846,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.333,0.9151041491966592,0.5599783958952201,0.7152244962161596,0.8029116165455946,0.7542431452180136,0.7375412725459396,0.8452461021094466,41472,32588,7593,81846,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.334,0.9151041491966592,0.5599783958952201,0.7152244962161596,0.8029116165455946,0.7542431452180136,0.7375412725459396,0.8452461021094466,41472,32588,7593,81846,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.335,0.9151041491966592,0.5599783958952201,0.7152244962161596,0.8029116165455946,0.7542431452180136,0.7375412725459396,0.8452461021094466,41472,32588,7593,81846,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.336,0.9151041491966592,0.5599783958952201,0.7152244962161596,0.8029116165455946,0.7542431452180136,0.7375412725459396,0.8452461021094466,41472,32588,7593,81846,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.337,0.9151041491966592,0.5599783958952201,0.7152244962161596,0.8029116165455946,0.7542431452180136,0.7375412725459396,0.8452461021094466,41472,32588,7593,81846,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.338,0.9151041491966592,0.5599783958952201,0.7152244962161596,0.8029116165455946,0.7542431452180136,0.7375412725459396,0.8452461021094466,41472,32588,7593,81846,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.339,0.9151041491966592,0.5599783958952201,0.7152244962161596,0.8029116165455946,0.7542431452180136,0.7375412725459396,0.8452461021094466,41472,32588,7593,81846,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.34,0.9151041491966592,0.5599783958952201,0.7152244962161596,0.8029116165455946,0.7542431452180136,0.7375412725459396,0.8452461021094466,41472,32588,7593,81846,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.341,0.9151041491966592,0.5599783958952201,0.7152244962161596,0.8029116165455946,0.7542431452180136,0.7375412725459396,0.8452461021094466,41472,32588,7593,81846,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.342,0.9151041491966592,0.5599783958952201,0.7152244962161596,0.8029116165455946,0.7542431452180136,0.7375412725459396,0.8452461021094466,41472,32588,7593,81846,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.343,0.9151041491966592,0.5599783958952201,0.7152244962161596,0.8029116165455946,0.7542431452180136,0.7375412725459396,0.8452461021094466,41472,32588,7593,81846,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.344,0.9151041491966592,0.5599783958952201,0.7152244962161596,0.8029116165455946,0.7542431452180136,0.7375412725459396,0.8452461021094466,41472,32588,7593,81846,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.345,0.9151041491966592,0.5599783958952201,0.7152244962161596,0.8029116165455946,0.7542431452180136,0.7375412725459396,0.8452461021094466,41472,32588,7593,81846,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.346,0.9130133387001196,0.565649473399946,0.7173956969787485,0.8034693455865713,0.7556682303867301,0.7393314060500328,0.8433725237558383,41892,32168,7780,81659,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.347,0.9130133387001196,0.565649473399946,0.7173956969787485,0.8034693455865713,0.7556682303867301,0.7393314060500328,0.8433725237558383,41892,32168,7780,81659,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.348,0.9130133387001196,0.565649473399946,0.7173956969787485,0.8034693455865713,0.7556682303867301,0.7393314060500328,0.8433725237558383,41892,32168,7780,81659,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.349,0.9130133387001196,0.565649473399946,0.7173956969787485,0.8034693455865713,0.7556682303867301,0.7393314060500328,0.8433725237558383,41892,32168,7780,81659,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.35,0.9130133387001196,0.5656629759654335,0.7174019995431624,0.803473298403562,0.7556743466320895,0.7393381573327765,0.8433756769271032,41893,32167,7780,81659,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.351,0.9089547065597782,0.5772211720226843,0.7219444617119717,0.804727636280847,0.7586896555942239,0.7430879392912313,0.8399944981529514,42749,31311,8143,81296,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.352,0.9089547065597782,0.5772211720226843,0.7219444617119717,0.804727636280847,0.7586896555942239,0.7430879392912313,0.8399944981529514,42749,31311,8143,81296,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.353,0.9089547065597782,0.5772211720226843,0.7219444617119717,0.804727636280847,0.7586896555942239,0.7430879392912313,0.8399944981529514,42749,31311,8143,81296,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.354,0.9089547065597782,0.5772211720226843,0.7219444617119717,0.804727636280847,0.7586896555942239,0.7430879392912313,0.8399944981529514,42749,31311,8143,81296,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.355,0.9089547065597782,0.5772211720226843,0.7219444617119717,0.804727636280847,0.7586896555942239,0.7430879392912313,0.8399944981529514,42749,31311,8143,81296,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.356,0.9089547065597782,0.5772211720226843,0.7219444617119717,0.804727636280847,0.7586896555942239,0.7430879392912313,0.8399944981529514,42749,31311,8143,81296,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.357,0.9089547065597782,0.5772211720226843,0.7219444617119717,0.804727636280847,0.7586896555942239,0.7430879392912313,0.8399944981529514,42749,31311,8143,81296,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.358,0.9089547065597782,0.5772211720226843,0.7219444617119717,0.804727636280847,0.7586896555942239,0.7430879392912313,0.8399944981529514,42749,31311,8143,81296,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.359,0.9089547065597782,0.5772211720226843,0.7219444617119717,0.804727636280847,0.7586896555942239,0.7430879392912313,0.8399944981529514,42749,31311,8143,81296,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.36,0.9089547065597782,0.5772211720226843,0.7219444617119717,0.804727636280847,0.7586896555942239,0.7430879392912313,0.8399944981529514,42749,31311,8143,81296,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.361,0.90684153445365,0.5826357007831487,0.72405974093218,0.8052080851401796,0.7599862996103952,0.7447386176183994,0.8381570257565751,43150,30910,8332,81107,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.362,0.90684153445365,0.5826357007831487,0.72405974093218,0.8052080851401796,0.7599862996103952,0.7447386176183994,0.8381570257565751,43150,30910,8332,81107,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.363,0.90684153445365,0.5826357007831487,0.72405974093218,0.8052080851401796,0.7599862996103952,0.7447386176183994,0.8381570257565751,43150,30910,8332,81107,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.364,0.90684153445365,0.5826357007831487,0.72405974093218,0.8052080851401796,0.7599862996103952,0.7447386176183994,0.8381570257565751,43150,30910,8332,81107,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.365,0.90684153445365,0.5826357007831487,0.72405974093218,0.8052080851401796,0.7599862996103952,0.7447386176183994,0.8381570257565751,43150,30910,8332,81107,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.366,0.90684153445365,0.5826357007831487,0.72405974093218,0.8052080851401796,0.7599862996103952,0.7447386176183994,0.8381570257565751,43150,30910,8332,81107,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.367,0.90684153445365,0.5826357007831487,0.72405974093218,0.8052080851401796,0.7599862996103952,0.7447386176183994,0.8381570257565751,43150,30910,8332,81107,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.368,0.90684153445365,0.5826357007831487,0.72405974093218,0.8052080851401796,0.7599862996103952,0.7447386176183994,0.8381570257565751,43150,30910,8332,81107,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.369,0.90684153445365,0.5826357007831487,0.72405974093218,0.8052080851401796,0.7599862996103952,0.7447386176183994,0.8381570257565751,43150,30910,8332,81107,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.37,0.90684153445365,0.5826357007831487,0.72405974093218,0.8052080851401796,0.7599862996103952,0.7447386176183994,0.8381570257565751,43150,30910,8332,81107,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
0.371,0.90684153445365,0.5826357007831487,0.72405974093218,0.8052080851401796,0.7599862996103952,0.7447386176183994,0.8381570257565751,43150,30910,8332,81107,0.8585310332416014,0.8735997872319208,0.15257531756726536,0.014581453209153465
